Date,Open,High,Low,Close,Volume,Price_Direction,RSI_14,MACD_12_26_9,MACDs_12_26_9,SMA_7,SMA_30,Volume_Change,Volume_Shock,Volatility_30,Returns_Lag_1,Returns_Lag_2,Returns_Lag_3,Volume_Change_Lag_1,Volume_Change_Lag_2,Log_Returns,Outlier
2021-01-03 17:00:00,0.002591547939471306,0.0,0.0030355195550443304,0.006887645230220063,0.1830667561621376,0.0,1.0,0.5800907917234085,0.557758303015506,0.0,0.0,0.10602670682432022,0.0,0.9067454758154618,0.8077278530654548,0.8077278530654548,0.8077278530654548,0.10602670682432022,0.10602670682432022,0.040689006837940224,1
2021-01-04 17:00:00,0.004319206660315156,0.014108201437275092,0.005203715680368426,0.01764952231558592,0.21008321071409378,1.0,1.0,0.5881921345582221,0.5596384624789633,0.0,0.0,0.10602670682432022,0.0,0.9067454758154618,0.8077278530654548,0.8077278530654548,0.8077278530654548,0.10602670682432022,0.10602670682432022,0.040689006837940224,1
2021-01-05 17:00:00,0.017708747484457443,0.014535723672465639,0.016044812650816642,0.01635808069749639,0.6457469707038628,0.0,0.8594380594768829,0.5934748440260746,0.5623686011445809,0.0,0.0,0.2888383996855681,0.0,0.9067454758154618,0.8077278530654548,0.8077278530654548,0.8077278530654548,0.10602670682432022,0.10602670682432022,-0.004796222953280356,-1
2021-01-06 17:00:00,0.015549139066234507,0.01154305700895969,0.014310220169057919,0.016788555036918063,0.18556821457461373,1.0,0.8649846784064108,0.5977852473060374,0.565553070373642,0.0,0.0,0.021900554320798585,0.0,0.9067454758154618,0.48307057585831226,0.8077278530654548,0.8077278530654548,0.2888383996855681,0.10602670682432022,0.0016012752735972877,1
2021-01-07 17:00:00,0.01727683231066418,0.014963258293774706,0.017345744434259902,0.02023238695194035,0.2151377937292356,1.0,0.8992400033323904,0.6035531509052744,0.5694392606948754,0.0,0.0,0.10714672762793108,0.0,0.9067454758154618,0.5287336265850894,0.48307057585831226,0.8077278530654548,0.021900554320798585,0.2888383996855681,0.012718860870680464,1
2021-01-10 17:00:00,0.021164114930027844,0.01923847933035,0.02038125480073577,0.026259046303668043,0.14090292278415653,1.0,0.9318337263724068,0.6123415445322877,0.5745878231477682,0.0,0.0,0.05937240900461731,0.0,0.9067454758154618,0.6080869702008898,0.5287336265850894,0.48307057585831226,0.10714672762793108,0.021900554320798585,0.02187585494924676,1
2021-01-11 17:00:00,0.02591526210270151,0.024796275845108906,0.023416763326494117,0.03099430123695529,0.30868156067745894,1.0,0.9464822823409831,0.6224241208579878,0.5810466371976821,0.0,0.0,0.20206508615710886,0.0,0.9067454758154618,0.6734463138514538,0.6080869702008898,0.5287336265850894,0.05937240900461731,0.10714672762793108,0.01685870340284635,1
2021-01-12 17:00:00,0.029802543468816167,0.03078158020934124,0.03165598174382739,0.03400760301308231,0.3265308775485737,1.0,0.9533520461494331,0.632109502214664,0.5884614715257076,0.004068403656126762,0.0,0.09772815402945824,0.0,0.9067454758154618,0.637635683282663,0.6734463138514538,0.6080869702008898,0.20206508615710886,0.05937240900461731,0.010582002884103863,1
2021-01-13 17:00:00,0.03239404072370261,0.029071465251392536,0.030788675515444786,0.03357712867366064,0.14515488357162928,0.0,0.930469502192742,0.638780904990455,0.5959416379947491,0.006457785397033733,0.0,0.03838624936093095,0.0,0.9067454758154618,0.592834843326196,0.637635683282663,0.6734463138514538,0.09772815402945824,0.20206508615710886,-0.0015048854061458746,1
2021-01-14 17:00:00,0.03455367031334006,0.029071491312133768,0.03382421183358725,0.034438095952328496,0.12174954386531768,1.0,0.9332536486254792,0.6439870746157381,0.6031340188998866,0.009170061011712971,0.0,0.07722332662462636,0.0,0.9067454758154618,0.5065629642957686,0.592834843326196,0.637635683282663,0.03838624936093095,0.09772815402945824,0.003007574410983889,1
